SR_NO,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1380,FDI19,12.85764518,Low Fat,0.052085615,Meat,242.8512,OUT027,1985,Medium,Tier 3,Supermarket Type3,5816.4288
1381,FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,1998,Medium,Tier 3,Grocery Store,1575.2828
1382,DRN59,15,Low Fat,0.064241345,Hard Drinks,45.206,OUT049,1999,Medium,Tier 1,Supermarket Type1,792.302
1383,NCR06,12.5,Low Fat,0.006759519,Household,42.8112,OUT013,1987,High,Tier 3,Supermarket Type1,639.168
1384,NCF42,17.35,Low Fat,0.167243769,Household,176.2712,OUT013,1987,High,Tier 3,Supermarket Type1,2988.1104
1385,FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,2009,Medium,Tier 3,Supermarket Type2,1747.725
1386,FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618
1387,FDQ56,12.85764518,Low Fat,0.105085956,Fruits and Vegetables,82.3908,OUT027,1985,Medium,Tier 3,Supermarket Type3,3691.1952
1388,NCV41,14.35,Low Fat,0.017038777,Health and Hygiene,112.5228,OUT046,1997,Small,Tier 1,Supermarket Type1,1989.4104
1389,FDW19,12.35,Regular,0.038718195,Fruits and Vegetables,110.657,OUT017,2007,Medium,Tier 2,Supermarket Type1,2087.283
1390,FDO56,10.195,Regular,0.075291577,Fruits and Vegetables,119.1808,OUT010,1998,Medium,Tier 3,Grocery Store,351.5424
1391,FDI41,18.5,Regular,0,Frozen Foods,148.7418,OUT045,2002,Medium,Tier 2,Supermarket Type1,2501.4106
1392,FDN10,11.5,Low Fat,0,Snack Foods,119.5124,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
1393,FDY20,12.5,Regular,0.082085787,Fruits and Vegetables,92.2488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232
1394,DRM37,12.85764518,Low Fat,0.095931002,Soft Drinks,198.5768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6897.688
1395,FDV34,10.695,Regular,0.011448629,Snack Foods,72.9038,OUT045,2002,Medium,Tier 2,Supermarket Type1,1034.6532
1396,NCX18,14.15,Low Fat,0.00879232,Household,195.011,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.11
1397,FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,2002,Medium,Tier 2,Supermarket Type1,1946.7992
1398,NCZ17,12.85764518,Low Fat,0.079046992,Health and Hygiene,39.8506,OUT027,1985,Medium,Tier 3,Supermarket Type3,1480.0734
1399,FDT12,6.215,Regular,0.049580407,Baking Goods,227.4062,OUT013,1987,High,Tier 3,Supermarket Type1,5191.2426
1400,FDD57,18.1,Low Fat,0.022399592,Fruits and Vegetables,96.0094,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786
1401,FDK45,11.65,Low Fat,0.033926852,Seafood,111.586,OUT045,2002,Medium,Tier 2,Supermarket Type1,3395.58
1402,FDJ57,7.42,Regular,0.021617397,Seafood,185.0582,OUT045,2002,Medium,Tier 2,Supermarket Type1,5201.2296
1403,NCI31,20,Low Fat,0.0814536,Others,36.819,OUT049,1999,Medium,Tier 1,Supermarket Type1,768.999
1404,FDZ48,17.75,Low Fat,0.07607772,Baking Goods,112.4544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2348.9424
1405,FDI16,14,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92
1406,FDZ31,15.35,Regular,0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1,2492.7552
1407,DRG15,6.13,Low Fat,0.076891526,Dairy,61.5536,OUT045,2002,Medium,Tier 2,Supermarket Type1,796.2968
1408,FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,2002,Medium,Tier 2,Supermarket Type1,4500.808
1409,FDD40,20.25,Regular,0.014793357,Dairy,191.5162,OUT046,1997,Small,Tier 1,Supermarket Type1,3078.6592
1410,FDA04,12.85764518,Regular,0.066406853,Frozen Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5697.9164
1411,FDL21,15.85,Regular,0.007140468,Snack Foods,40.848,OUT013,1987,High,Tier 3,Supermarket Type1,679.116
1412,FDS21,19.85,Regular,0.020858779,Snack Foods,62.8194,OUT013,1987,High,Tier 3,Supermarket Type1,928.791
1413,DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,Medium,Tier 2,Supermarket Type1,3663.2316
1414,FDM46,7.365,Low Fat,0.159937597,Snack Foods,93.912,OUT035,2004,Small,Tier 2,Supermarket Type1,1304.968
1415,DRG49,12.85764518,Low Fat,0.067128641,Soft Drinks,242.8486,OUT027,1985,Medium,Tier 3,Supermarket Type3,3420.8804
1416,FDG26,18.85,Low Fat,0.042736348,Canned,255.933,OUT045,2002,Medium,Tier 2,Supermarket Type1,3844.995
1417,FDR51,12.85764518,Regular,0.172629683,Meat,148.4708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3761.77
1418,FDV39,11.3,Low Fat,0.007278512,Meat,196.7426,OUT035,2004,Small,Tier 2,Supermarket Type1,2768.3964
1419,FDC39,7.405,Low Fat,0,Dairy,205.7296,OUT017,2007,Medium,Tier 2,Supermarket Type1,4570.0512
1420,FDP45,15.7,Regular,0.03079807,Snack Foods,252.9724,OUT017,2007,Medium,Tier 2,Supermarket Type1,3020.0688
1421,FDC56,7.72,Low Fat,0.12152072,Fruits and Vegetables,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752
1422,FDK38,6.65,Low Fat,0.053591345,Canned,149.7734,OUT017,2007,Medium,Tier 2,Supermarket Type1,2375.5744
1423,NCJ29,10.6,Low Fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,High,Tier 3,Supermarket Type1,852.224
1424,NCF19,12.85764518,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102
1425,FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,2004,Small,Tier 2,Supermarket Type1,270.3148
1426,FDE59,12.15,Low Fat,0.062640143,Starchy Foods,36.6532,OUT017,2007,Medium,Tier 2,Supermarket Type1,251.6724
1427,FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1142.5128
1428,NCK05,20.1,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,High,Tier 3,Supermarket Type1,1347.5792
1429,FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,2007,Medium,Tier 2,Supermarket Type1,5366.348
1430,FDQ03,12.85764518,Regular,0.136592891,Meat,238.0248,OUT019,1985,Small,Tier 1,Grocery Store,711.0744
1431,FDC59,16.7,Regular,0.054937907,Starchy Foods,64.2168,OUT017,2007,Medium,Tier 2,Supermarket Type1,1661.8368
1432,DRB13,6.115,Regular,0.007084185,Soft Drinks,191.153,OUT017,2007,Medium,Tier 2,Supermarket Type1,3415.554
1433,NCE54,20.7,Low Fat,0.027052013,Household,73.9354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1655.1788
1434,FDC10,9.8,Regular,0.072863893,Snack Foods,118.6098,OUT035,2004,Small,Tier 2,Supermarket Type1,843.5686
1435,FDR46,12.85764518,Low Fat,0.244102315,Snack Foods,148.076,OUT019,1985,Small,Tier 1,Grocery Store,146.476
1436,FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.9072,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792
1437,FDP23,12.85764518,Low Fat,0.035414528,Breads,218.2166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
1438,FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.0594,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662
1439,FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.5466,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456
1440,FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
1441,NCL29,9.695,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912
1442,FDE16,12.85764518,Low Fat,0.046124444,Frozen Foods,206.7954,OUT019,1985,Small,Tier 1,Grocery Store,833.5816
1443,FDM57,11.65,Regular,0.075849167,Snack Foods,85.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
1444,FDZ36,6.035,Regular,0.065729039,Baking Goods,188.324,OUT013,1987,High,Tier 3,Supermarket Type1,1491.392
1445,NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,1998,Medium,Tier 3,Grocery Store,884.1824
1446,NCI54,12.85764518,Low Fat,0.058827583,Household,110.4912,OUT019,1985,Small,Tier 1,Grocery Store,436.7648
1447,DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104
1448,FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,2002,Medium,Tier 2,Supermarket Type1,141.1496
1449,FDO46,9.6,Regular,0.014270394,Snack Foods,187.3872,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.2208
1450,FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.0696,OUT010,1998,Medium,Tier 3,Grocery Store,149.1392
1451,FDZ20,12.85764518,Low Fat,0,Fruits and Vegetables,253.0356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102
1452,NCI18,18.35,Low Fat,0.014103354,Household,225.4746,OUT017,2007,Medium,Tier 2,Supermarket Type1,1346.2476
1453,DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.2614,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596
1454,FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.211,OUT045,2002,Medium,Tier 2,Supermarket Type1,3731.809
1455,FDW38,12.85764518,Regular,0,Dairy,55.9298,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
1456,FDY33,12.85764518,Regular,0.096730427,Snack Foods,159.0262,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694
1457,DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424
1458,FDT32,19,Regular,0.066005186,Fruits and Vegetables,188.4214,OUT017,2007,Medium,Tier 2,Supermarket Type1,2826.321
1459,FDI50,8.42,Regular,0.030890618,Canned,228.7352,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152
1460,FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.8136,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632
1461,FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804
1462,FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
1463,NCX05,12.85764518,Low Fat,0.169943195,Health and Hygiene,116.2492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492
1464,DRF37,17.25,Low Fat,0,Soft Drinks,263.591,OUT045,2002,Medium,Tier 2,Supermarket Type1,788.973
1465,FDJ26,15.3,Regular,0.084765192,Canned,215.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962
1466,FDZ25,15.7,Regular,0.027617046,Canned,168.279,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
1467,FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.7072,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.6656
1468,FDZ50,12.85764518,Regular,0,Dairy,184.2608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
1469,NCG18,15.3,Low Fat,0.038460297,Household,104.0332,OUT010,1998,Medium,Tier 3,Grocery Store,205.0664
1470,FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.9474,OUT045,2002,Medium,Tier 2,Supermarket Type1,2863.6058
1471,FDH50,15,Regular,0.161301097,Canned,185.1266,OUT013,1987,High,Tier 3,Supermarket Type1,2213.1192
1472,DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.1492,OUT045,2002,Medium,Tier 2,Supermarket Type1,1274.3412
1473,DRH51,12.85764518,Low Fat,0,Dairy,89.1856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
1474,FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
1475,NCM06,7.475,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152
1476,FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601,OUT017,2007,Medium,Tier 2,Supermarket Type1,4823.721
1477,FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,1998,Medium,Tier 3,Grocery Store,119.844
1478,FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.3164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
1479,FDN20,12.85764518,Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
1480,FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.8184
1481,NCJ30,5.82,Low Fat,0.08062523,Household,168.379,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453
1482,FDQ31,5.785,Regular,0.0901292,Fruits and Vegetables,89.8856,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712
1483,FDC05,13.1,Regular,0.098938169,Frozen Foods,195.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.6128
1484,FDM08,10.1,Regular,0,Fruits and Vegetables,225.1088,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
1485,NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
1486,FDK15,12.85764518,Low Fat,0.097937252,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
1487,FDX56,17.1,Regular,0,Fruits and Vegetables,208.5638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.6588
1488,FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828
1489,FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264
1490,FDS01,12.85764518,Low Fat,0.031069203,Canned,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,177.7686
1491,FDW34,12.85764518,Low Fat,0.062294473,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,486.034
1492,FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,181.195,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.235
1493,FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716
1494,NCP02,7.105,Low Fat,0.044991294,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182
1495,FDT48,4.92,Low Fat,0.046214971,Baking Goods,199.8084,OUT017,2007,Medium,Tier 2,Supermarket Type1,3968.168
1496,FDZ49,11,Regular,0.13312044,Canned,221.5798,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.2162
1497,NCJ17,7.68,Low Fat,0.255348289,Health and Hygiene,84.4224,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448
1498,FDB17,13.15,Low Fat,0.036879539,Frozen Foods,181.3976,OUT017,2007,Medium,Tier 2,Supermarket Type1,3078.6592
1499,FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28
1500,FDI53,8.895,Regular,0.137858955,Frozen Foods,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
1501,FDW02,4.805,Regular,0.037668051,Dairy,126.7704,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784
1502,FDL20,12.85764518,Low Fat,0.224837308,Fruits and Vegetables,112.7886,OUT019,1985,Small,Tier 1,Grocery Store,222.3772
1503,FDV32,7.785,Low Fat,0.089069748,Fruits and Vegetables,62.751,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.777
1504,FDG38,8.975,Regular,0.053027398,Canned,86.0224,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336
1505,NCB31,12.85764518,Low Fat,0.118099673,Household,262.891,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
1506,FDF52,9.3,Low Fat,0,Frozen Foods,182.9292,OUT017,2007,Medium,Tier 2,Supermarket Type1,4013.4424
1507,FDB15,10.895,Low Fat,0.137023446,Dairy,263.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472
1508,FDO48,15,Regular,0.026950104,Baking Goods,220.9456,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648
1509,NCR53,12.15,Low Fat,0,Health and Hygiene,224.4404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5626.01
1510,FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592
1511,FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.956
1512,NCC31,8.02,Low Fat,0,Household,157.7972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
1513,FDE33,19.35,Regular,0.049712775,Fruits and Vegetables,78.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7236
1514,FDV52,20.7,Regular,0.122208091,Frozen Foods,119.7466,OUT017,2007,Medium,Tier 2,Supermarket Type1,4006.7844
1515,FDR46,12.85764518,Low Fat,0.138742518,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
1516,DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046
1517,FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,1998,Medium,Tier 3,Grocery Store,95.2094
1518,NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.8904
1519,NCY41,16.75,Low Fat,0.076164013,Health and Hygiene,34.0532,OUT017,2007,Medium,Tier 2,Supermarket Type1,575.2512
1520,FDV22,14.85,Regular,0.009995002,Snack Foods,154.463,OUT017,2007,Medium,Tier 2,Supermarket Type1,3755.112
1521,FDF12,8.235,Low Fat,0.08259502,Baking Goods,149.1076,OUT045,2002,Medium,Tier 2,Supermarket Type1,1182.4608
1522,FDM13,6.425,Low Fat,0.063122753,Breakfast,131.3626,OUT013,1987,High,Tier 3,Supermarket Type1,262.3252
1523,FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
1524,FDW55,12.85764518,Regular,0.021863506,Fruits and Vegetables,247.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024
1525,NCT29,12.85764518,Low Fat,0.063800266,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732
1526,NCX42,6.36,Low Fat,0.006012413,Household,163.0526,OUT017,2007,Medium,Tier 2,Supermarket Type1,1644.526
1527,FDR24,17.35,Regular,0.063207198,Baking Goods,89.383,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362
1528,NCS42,8.6,Low Fat,0.069809115,Household,90.5146,OUT017,2007,Medium,Tier 2,Supermarket Type1,729.7168
1529,FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.541,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.443
1530,FDD47,7.6,Regular,0.142410775,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856
1531,DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359
1532,NCM18,12.85764518,Low Fat,0.082440705,Household,61.3194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402
1533,FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.2292,OUT045,2002,Medium,Tier 2,Supermarket Type1,1641.8628
1534,NCG43,20.2,Low Fat,0.074390007,Household,91.4462,OUT045,2002,Medium,Tier 2,Supermarket Type1,1943.4702
1535,FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.591
1536,FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,2007,Medium,Tier 2,Supermarket Type1,2554.0088
1537,NCT06,17.1,Low Fat,0.038705317,Household,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2320.9788
1538,FDY24,4.88,Regular,0,Baking Goods,53.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,808.947
1539,FDZ33,10.195,Low Fat,0.108004532,Snack Foods,148.7076,OUT017,2007,Medium,Tier 2,Supermarket Type1,1330.2684
1540,FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444
1541,FDE45,12.85764518,Low Fat,0.070660449,Fruits and Vegetables,180.4002,OUT019,1985,Small,Tier 1,Grocery Store,716.4008
1542,FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752
1543,FDD10,20.6,Regular,0.046208155,Snack Foods,178.0344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096
1544,FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644
1545,FDB36,5.465,Regular,0.048486801,Baking Goods,131.2626,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2276
1546,FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062,OUT010,1998,Medium,Tier 3,Grocery Store,677.1186
1547,FDJ36,14.5,Regular,0.128459481,Baking Goods,102.0332,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664
1548,NCB55,15.7,Low Fat,0.161317495,Household,57.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
1549,NCK18,9.6,Low Fat,0.011211251,Household,166.9184,OUT010,1998,Medium,Tier 3,Grocery Store,660.4736
1550,FDX27,20.7,Regular,0.114294512,Dairy,94.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.0668
1551,FDB08,6.055,Low Fat,0.031103357,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
1552,FDX43,5.655,Low Fat,0.085274988,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3
1553,FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968
1554,FDC04,12.85764518,Low Fat,0.078764059,Dairy,241.3854,OUT019,1985,Small,Tier 1,Grocery Store,483.3708
1555,FDG17,6.865,Regular,0.036042939,Frozen Foods,244.4486,OUT017,2007,Medium,Tier 2,Supermarket Type1,4153.9262
1556,FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,1998,Medium,Tier 3,Grocery Store,187.0898
1557,FDP24,12.85764518,Low Fat,0.082602127,Baking Goods,120.9756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192
1558,NCT29,12.6,Low Fat,0.064240743,Health and Hygiene,121.9414,OUT045,2002,Medium,Tier 2,Supermarket Type1,1462.0968
1559,FDB08,6.055,Low Fat,0.031230059,Fruits and Vegetables,160.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.0358
1560,NCB43,20.2,Low Fat,0.100114941,Household,188.3898,OUT045,2002,Medium,Tier 2,Supermarket Type1,3554.7062
1561,FDL09,12.85764518,Regular,0.22417463,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
1562,DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518
1563,FDR37,16.5,Regular,0.06619442,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964
1564,FDG56,13.3,Regular,0.071439051,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616
1565,FDE34,9.195,Low Fat,0.108059141,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556
1566,FDE16,12.85764518,Low Fat,0.026216144,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528
1567,FDT58,9,Low Fat,0.085938463,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528
1568,FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97
1569,NCL30,18.1,Low Fat,0.049016517,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712
1570,FDT22,12.85764518,Low Fat,0.111554381,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
1571,FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204
1572,FDS15,9.195,Regular,0.077995641,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496
1573,FDF16,12.85764518,Low Fat,0.085715273,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912
1574,FDL13,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,2002,Medium,Tier 2,Supermarket Type1,4660.6
1575,NCV30,20.2,Low Fat,0.066200667,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502
1576,FDG33,12.85764518,Regular,0.245542627,Seafood,172.2764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764
1577,FDO10,13.65,Regular,0.0127517,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464
1578,FDQ03,15,Regular,0.077949334,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232
1579,NCC55,10.695,Low Fat,0.064022881,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848
1580,FDD52,12.85764518,Regular,0.182407266,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569
1581,FDI16,14,Regular,0.136328794,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584
1582,FDB44,6.655,Low Fat,0.016958832,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172
1583,FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
1584,FDV33,9.6,Regular,0.02734361,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128
1585,FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016
1586,FDO50,16.25,Low Fat,0,Canned,89.8804,OUT017,2007,Medium,Tier 2,Supermarket Type1,1102.5648
1587,FDV57,15.25,Regular,0.065841719,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
